rank,object_name,count,percentage,instance_count
8237,mixingbowl,1,0.00,1
8238,cabnets,1,0.00,3
8239,cabinetdoors,1,0.00,6
8240,cabinetknob,1,0.00,5
8241,faulcet,1,0.00,1
8242,cleaningproduct,1,0.00,1
8243,bottlebrush,1,0.00,1
8244,smallbowl,1,0.00,1
8245,Packaging,1,0.00,1
8246,PriceLabel,1,0.00,1
8247,bouquetofflowers,1,0.00,1
8248,sofatag,1,0.00,1
8249,sofapricetag,1,0.00,1
8250,curtainspricetag,1,0.00,1
8251,table/chairsetpricetag,1,0.00,1
8252,cabinetpricetag,1,0.00,1
8253,coffeetablepricetag,1,0.00,1
8254,pillowbagpaperliner,1,0.00,2
8255,plasticpillowbag,1,0.00,1
8256,windowtablepricetag,1,0.00,1
8257,windowtable,1,0.00,2
8258,refrigeratorpricetag,1,0.00,1
8259,rugs,1,0.00,1
8260,Windowledge,1,0.00,1
8261,fireextingisher,1,0.00,1
8262,pilllow,1,0.00,1
8263,laundryrack,1,0.00,1
8264,pricetag5,1,0.00,1
8265,Drawers1,1,0.00,1
8266,Drawers2,1,0.00,1
8267,ClosetDoor1,1,0.00,1
8268,ClosetDoor2,1,0.00,1
8269,Box5,1,0.00,1
8270,Box6,1,0.00,1
8271,Storage1,1,0.00,1
8272,Storage2,1,0.00,1
8273,copyingmachine,1,0.00,1
8274,loosepapers,1,0.00,1
8275,lowercabinets,1,0.00,1
8276,rollingchari,1,0.00,1
8277,screen3,1,0.00,1
8278,TRIM,1,0.00,1
8279,boothbench,1,0.00,1
8280,redwall1,1,0.00,1
8281,redwall2,1,0.00,1
8282,COPYMACHINE,1,0.00,1
8283,BAGOFCOPYPAPER,1,0.00,1
8284,TABLELEG2,1,0.00,1
8285,WALL4,1,0.00,1
8286,bookscupboard,1,0.00,1
8287,electricrazor,1,0.00,1
8288,doorlockfitting,1,0.00,1
8289,guestchair,1,0.00,0
8290,filingrack,1,0.00,2
8291,wastepaperbin,1,0.00,1
8292,glassshelf,1,0.00,4
8293,displaypane,1,0.00,2
8294,TISSUEDISPENSER,1,0.00,1
8295,COFFECUP,1,0.00,1
8296,CAN,1,0.00,1
8297,windowwithscreen,1,0.00,1
8298,tablebottomlegrod,1,0.00,1
8299,chairlegbush,1,0.00,1
8300,Verticalblinds,1,0.00,1
8301,RearWall,1,0.00,1
8302,decorativepillow,1,0.00,1
8303,tage,1,0.00,1
8304,notepads,1,0.00,1
8305,BowlandLid,1,0.00,1
8306,Curten,1,0.00,1
8307,PostCard,1,0.00,1
8308,eriser,1,0.00,1
8309,cartain,1,0.00,1
8310,socketwall,1,0.00,1
8311,smallchair1,1,0.00,1
8312,smalltable1,1,0.00,1
8313,smalltable2,1,0.00,1
8314,shwlf2,1,0.00,1
8315,shwlf3,1,0.00,1
8316,tents,1,0.00,1
8317,Ceiiling,1,0.00,1
8318,humanbeings,1,0.00,1
8319,roundplate,1,0.00,1
8320,decorativepiece,1,0.00,1
8321,refidgerator,1,0.00,1
8322,tilesample,1,0.00,4
8323,cgair,1,0.00,1
8324,bowlandplateandglass,1,0.00,1
8325,polytheencover,1,0.00,3
8326,WindowContinued,1,0.00,1
8327,UnidentifiableObjects,1,0.00,1
8328,ceilingsupport,1,0.00,1
8329,CopyPaper,1,0.00,1
8330,BarShelf,1,0.00,3
8331,bootles,1,0.00,4
8332,TupeprwareBin,1,0.00,1
8333,Pilar,1,0.00,1
8334,IKEASaleSign,1,0.00,1
8335,GlassTopTable,1,0.00,1
8336,ShowroomHardwoodFloor,1,0.00,28
8337,IKEASalesign,1,0.00,1
8338,IKEAMap,1,0.00,1
8339,MaleShopper,1,0.00,1
8340,IKEASign,1,0.00,1
8341,ShowroomWallDisplay,1,0.00,1
8342,WallDispplayofChairs,1,0.00,1
8343,DisplayItem,1,0.00,1
8344,WarehouseFloor,1,0.00,9
8345,Table&ChairWallDisplay,1,0.00,1
8346,cuttingboards,1,0.00,1
8347,PlateStand,1,0.00,1
8348,FoodProcessor,1,0.00,1
8349,StoveHood,1,0.00,1
8350,yellowcover,1,0.00,1
8351,Benchofschooldesks,1,0.00,1
8352,BenchofSchoolDesks2,1,0.00,1
8353,BenchofSchoolDesks3,1,0.00,1
8354,BenchofSchoolDesks4,1,0.00,1
8355,BenchofSchoolDesks5,1,0.00,1
8356,BenchofSChoolDesks6,1,0.00,1
8357,BenchofSchoolDesks7,1,0.00,1
8358,BenchofSchoolDesks8,1,0.00,1
8359,FloorElectricalOutlet,1,0.00,1
8360,Notebooks,1,0.00,1
8361,Textbooks,1,0.00,1
8362,Outloet,1,0.00,1
8363,CubicleFloor,1,0.00,4
8364,Cushions,1,0.00,2
8365,firecylinder,1,0.00,1
8366,firecylinder2,1,0.00,1
8367,TABLELIGHT,1,0.00,1
8368,TABLECALENDAR,1,0.00,1
8369,DARKROOM,1,0.00,1
8370,PRICETAKE,1,0.00,1
8371,tiledisplay,1,0.00,1
8372,WHITESPACE,1,0.00,1
8373,UPPERCABINET,1,0.00,2
8374,RAil,1,0.00,2
8375,THeatreSeating,1,0.00,1
8376,Coatrack,1,0.00,3
8377,filecabinet2,1,0.00,2
8378,filecabinet3,1,0.00,1
8379,Grocerybasket,1,0.00,1
8380,coincollection,1,0.00,1
8381,GlassDivider,1,0.00,1
8382,sofa10,1,0.00,1
8383,sofa11,1,0.00,1
8384,sofa12,1,0.00,1
8385,sofa13,1,0.00,1
8386,sofa14,1,0.00,1
8387,sofa15,1,0.00,1
8388,sidedoor,1,0.00,1
8389,wastethings,1,0.00,1
8390,CozyChair,1,0.00,1
8391,Ottomon,1,0.00,1
8392,SectionalSofa,1,0.00,2
8393,SectionalPriceSign,1,0.00,1
8394,Post/Beam,1,0.00,1
8395,Swatches/Sign,1,0.00,1
8396,DecorativepieceforTable,1,0.00,1
8397,Price/Information,1,0.00,2
8398,Unknownfurniture,1,0.00,1
8399,abinet,1,0.00,1
8400,DoorLabel,1,0.00,1
8401,Noticeboard2,1,0.00,1
8402,elabel,1,0.00,1
8403,glassindoor,1,0.00,1
8404,computerbag,1,0.00,1
8405,computercases,1,0.00,1
8406,ElectricityOutlet,1,0.00,1
8407,RandomBlackSquare,1,0.00,1
8408,FloorCircle,1,0.00,1
8409,pOT,1,0.00,5
8410,RandomBoxes,1,0.00,3
8411,RandomStuff,1,0.00,1
8412,Redthing,1,0.00,1
8413,sofaa,1,0.00,1
8414,chart/display,1,0.00,1
8415,scrapofpaper,1,0.00,1
8416,SIDETABLE,1,0.00,1
8417,shalk,1,0.00,1
8418,DRAIYAR,1,0.00,1
8419,WALLALBUM,1,0.00,1
8420,calanter,1,0.00,1
8421,paperrool,1,0.00,1
8422,Bedstand,1,0.00,1
8423,Framedpictures,1,0.00,1
8424,bedwithmatress,1,0.00,0
8425,senery,1,0.00,0
8426,ceeling,1,0.00,1
8427,dressingtablebox,1,0.00,1
8428,Bureau,1,0.00,1
8429,3Pillos,1,0.00,1
8430,Officedrawer,1,0.00,2
8431,Woodensheet,1,0.00,4
8432,TopofWall,1,0.00,2
8433,CHAIRANDTOP,1,0.00,2
8434,SWTICHBOARD,1,0.00,1
8435,TROLLY,1,0.00,1
8436,PILLOWANDCLOTH,1,0.00,1
8437,bakingsheet,1,0.00,1
8438,lock1,1,0.00,1
8439,lock2,1,0.00,1
8440,lock3,1,0.00,1
8441,lock4,1,0.00,1
8442,lock5,1,0.00,1
8443,stairshelves,1,0.00,1
8444,doortrim,1,0.00,1
8445,men,1,0.00,3
8446,bedmattress,1,0.00,1
8447,pillos,1,0.00,1
8448,HandWashLiquid,1,0.00,1
8449,WaterTank,1,0.00,1
8450,OutsideCeiling,1,0.00,1
8451,CleaningDish,1,0.00,1
8452,CleaningLiquid,1,0.00,1
8453,planewood,1,0.00,1
8454,handcream,1,0.00,1
8455,toytiger,1,0.00,1
8456,Boxspring,1,0.00,1
8457,guardrail,1,0.00,10
8458,blanketrack,1,0.00,1
8459,table},1,0.00,2
8460,CoffePot,1,0.00,1
8461,lightwoodwall,1,0.00,1
8462,yellowchair,1,0.00,2
8463,projectorremote,1,0.00,1
8464,legRest,1,0.00,1
8465,laundrymachine,1,0.00,1
8466,familyportrait,1,0.00,1
8467,laundryholder,1,0.00,1
8468,glare,1,0.00,1
8469,WOODENSHIELD,1,0.00,1
8470,WRITINGS,1,0.00,1
8471,BedFrameStorage,1,0.00,1
8472,Cautionsign,1,0.00,1
8473,Computerchair,1,0.00,1
8474,LegStool,1,0.00,7
8475,ShelfforDishes,1,0.00,4
8476,hallwayceiling,1,0.00,1
8477,hallwayceilinglight,1,0.00,1
8478,cinderblockwall,1,0.00,1
8479,smallersectionofcinderblockWall,1,0.00,1
8480,MailboxSlots,1,0.00,1
8481,DrinkingWaterFountain,1,0.00,1
8482,FireAlarmBell,1,0.00,1
8483,Smoke/CarbonMinoxideDetector,1,0.00,1
8484,Archway,1,0.00,1
8485,Nameofpersonorroom,1,0.00,1
8486,BathroomStand,1,0.00,1
8487,wall/curtains,1,0.00,1
8488,showercurtains/bathroom,1,0.00,1
8489,hanginglight,1,0.00,1
8490,hookrack,1,0.00,1
8491,SideDresser,1,0.00,1
8492,ChairandTable,1,0.00,1
8493,cushan,1,0.00,1
8494,papersorter,1,0.00,1
8495,Gallery,1,0.00,1
8496,chairsanddesk,1,0.00,1
8497,2chair,1,0.00,1
8498,shelfcompartments,1,0.00,1
8499,miscbox,1,0.00,1
8500,unknowmthing,1,0.00,1
8501,LCD1,1,0.00,1
8502,LCD2,1,0.00,1
8503,FloorPanel,1,0.00,1
8504,glasswall1,1,0.00,1
8505,glasswall2,1,0.00,1
8506,gens,1,0.00,1
8507,softchair,1,0.00,1
8508,bathroomcounter,1,0.00,1
8509,Glassshelf,1,0.00,1
8510,Woodenrack,1,0.00,1
8511,Sheetmusic,1,0.00,1
8512,eggcarton,1,0.00,4
8513,magneticclip,1,0.00,1
8514,DIscoBall,1,0.00,1
8515,pencil/penholder,1,0.00,1
8516,sinc1,1,0.00,1
8517,sinc2,1,0.00,1
8518,tap1,1,0.00,1
8519,tap2,1,0.00,1
8520,dustbin3,1,0.00,1
8521,recyclebin1,1,0.00,1
8522,bluefloormat1,1,0.00,1
8523,bluefloormat2,1,0.00,1
8524,wallwithprice,1,0.00,1
8525,chairsshowroom,1,0.00,1
8526,Otherdisplays,1,0.00,1
8527,floorings,1,0.00,1
8528,ottaman,1,0.00,1
8529,escalatorrack,1,0.00,1
8530,closetdoors,1,0.00,1
8531,luggagestand,1,0.00,1
8532,RESTURANT,1,0.00,1
8533,RESTURANTHALL,1,0.00,1
8534,VESSEL,1,0.00,1
8535,WOODENDESK,1,0.00,1
8536,pot1,1,0.00,1
8537,pot2,1,0.00,1
8538,pot3,1,0.00,1
8539,window13,1,0.00,1
8540,window14,1,0.00,1
8541,WOODPARTITION,1,0.00,3
8542,DOORMAT,1,0.00,1
8543,panalledfloor,1,0.00,1
8544,CounterDoor,1,0.00,9
8545,CHAIRBACK,1,0.00,1
8546,CHAIRBACK2,1,0.00,1
8547,TABLE2,1,0.00,1
8548,TABLE3,1,0.00,1
8549,BOOTHBENCH,1,0.00,1
8550,chestofdrawers.,1,0.00,1
8551,boltoffabric,1,0.00,1
8552,airvent.,1,0.00,1
8553,tracklighting.,1,0.00,1
8554,tracklighting..,1,0.00,1
8555,Centerpieces,1,0.00,1
8556,Furnace,1,0.00,1
8557,Kickboard,1,0.00,1
8558,backdrop,1,0.00,1
8559,hangingdecor,1,0.00,2
8560,matting,1,0.00,1
8561,kitchenware,1,0.00,1
8562,contaner,1,0.00,1
8563,Tiledfloor,1,0.00,1
8564,exhaustfan,1,0.00,1
8565,flooor,1,0.00,1
8566,DRYERASER,1,0.00,1
8567,DRYERASEPEN,1,0.00,1
8568,WALLHEATER,1,0.00,1
8569,PAPERTOWELLDISPENSER,1,0.00,0
8570,TILEFLOOR,1,0.00,1
8571,OUTLETCOVER,1,0.00,1
8572,SINKDRAINPIPE,1,0.00,1
8573,TOILETSTALLWALL,1,0.00,1
8574,REFLECTIONGARBAGECAN,1,0.00,1
8575,REFLECTIONOFPERSON,1,0.00,1
8576,WINDOWREFLECTION,1,0.00,1
8577,cubicledesk1,1,0.00,1
8578,cubicledesk2,1,0.00,1
8579,BANNISTER,1,0.00,1
8580,SodaMachine,1,0.00,1
8581,IceTeaMachine,1,0.00,1
8582,CleanerBottle,1,0.00,1
8583,GameConsole,1,0.00,1
8584,Deslk,1,0.00,1
8585,WoodenBedFrame,1,0.00,2
8586,WoodPanelFlooring,1,0.00,1
8587,WoodDresser,1,0.00,4
8588,RugorCarpet,1,0.00,1
8589,PaperBox,1,0.00,2
8590,PaperPack,1,0.00,11
8591,Elevatpr,1,0.00,1
8592,bedpanel,1,0.00,1
8593,cases,1,0.00,1
8594,Fridge2,1,0.00,1
8595,spaceundersink,1,0.00,1
8596,AUDIOVIDEOUNIT,1,0.00,1
8597,nightstandtop,1,0.00,1
8598,Highboy,1,0.00,1
8599,framedpainting,1,0.00,1
8600,sockets2,1,0.00,1
8601,Wire1,1,0.00,1
8602,wIRE2,1,0.00,1
8603,DeskExtension,1,0.00,1
8604,Foldingdesk1,1,0.00,1
8605,FoldingDesk2,1,0.00,1
8606,FoldingDesk3,1,0.00,1
8607,ceilingbeams,1,0.00,1
8608,ceilingducts,1,0.00,1
8609,ceilingduct,1,0.00,1
8610,fabricscraps,1,0.00,1
8611,vanitychestofdrawers,1,0.00,1
8612,quiltset,1,0.00,1
8613,HumanBody,1,0.00,1
8614,DeskTop1,1,0.00,1
8615,DeskTop2,1,0.00,1
8616,DeskTop3,1,0.00,1
8617,DeskTop4,1,0.00,1
8618,DeskTop5,1,0.00,1
8619,yellowstand,1,0.00,1
8620,windowindoor,1,0.00,1
8621,grasspot,1,0.00,1
8622,Travelcup,1,0.00,1
8623,Fabric,1,0.00,1
8624,Copypaper,1,0.00,1
8625,chairtops,1,0.00,1
8626,stepshelves,1,0.00,1
8627,bottomofposter1,1,0.00,1
8628,bottomofposter2,1,0.00,1
8629,ElectricalWallOutlet,1,0.00,1
8630,MattressPriceTag,1,0.00,1
8631,DecorativeRoundBedPillow,1,0.00,1
8632,BedPriceTag,1,0.00,1
8633,Boxwithlid,1,0.00,1
8634,BedSpread,1,0.00,1
8635,DecorativeSquareBedPillow,1,0.00,1
8636,DecorativeBedBolsterPillow,1,0.00,0
8637,Boxlid,1,0.00,1
8638,HangingWallArt,1,0.00,1
8639,roundshapewoodenboard,1,0.00,1
8640,roofsteelbar,1,0.00,1
8641,sheetofpaper,1,0.00,1
8642,DOORS,1,0.00,1
8643,ceilingstructure,1,0.00,1
8644,ceilingsturcture,1,0.00,1
8645,thermoustat,1,0.00,1
8646,iPad,1,0.00,1
8647,Rak,1,0.00,1
8648,Wallpicture,1,0.00,1
8649,jnn,1,0.00,1
8650,hydrant,1,0.00,1
8651,grillwwall,1,0.00,1
8652,clothingbin,1,0.00,1
8653,panter,1,0.00,1
8654,armcair,1,0.00,1
8655,RecylcingBin,1,0.00,1
8656,PencilCup,1,0.00,2
8657,windowsil,1,0.00,1
8658,shelvingdisplay,1,0.00,1
8659,chiminea,1,0.00,1
8660,decorpillow,1,0.00,1
8661,storageottoman,1,0.00,1
8662,throwblankeyteal,1,0.00,1
8663,throwblankeypurple,1,0.00,1
8664,ceilin,1,0.00,1
8665,whiteblanket,1,0.00,1
8666,bluethrow,1,0.00,1
8667,darkthrowblanket,1,0.00,1
8668,wickerbox,1,0.00,1
8669,darkblueblanket,1,0.00,1
8670,twopurpleblankets,1,0.00,1
8671,stackedpapisonchair1,1,0.00,1
8672,stackedpapisonchair2,1,0.00,1
8673,stackedpapisonchair3,1,0.00,1
8674,stackedpapisonchair4,1,0.00,1
8675,giraffestatue,1,0.00,1
8676,largedisplayedpapisonchair,1,0.00,1
8677,smallottoman,1,0.00,1
8678,bluedecorpillow,1,0.00,1
8679,bluethrowpillow,1,0.00,1
8680,sofatable,1,0.00,1
8681,ENDTABLE,1,0.00,3
8682,ARTWORK,1,0.00,1
8683,StructuralColumn,1,0.00,1
8684,Mini-BLinds,1,0.00,1
8685,Mini-Blinds,1,0.00,1
8686,Walll,1,0.00,1
8687,Base-board,1,0.00,1
8688,ComputerMonitors,1,0.00,1
8689,Keyboard3,1,0.00,1
8690,Monitor3,1,0.00,1
8691,ClassroomFurniture,1,0.00,1
8692,paperes,1,0.00,1
8693,papernapkin,1,0.00,2
8694,FloorCarpet,1,0.00,1
8695,Watertap,1,0.00,1
8696,soapdespencer,1,0.00,1
8697,WallTrim,1,0.00,1
8698,WallTrim2,1,0.00,1
8699,WallTrim3,1,0.00,1
8700,WallTrim4,1,0.00,1
8701,HardWoodFloor,1,0.00,3
8702,OtherRoom,1,0.00,1
8703,CDPlayer,1,0.00,1
8704,InformationListing,1,0.00,1
8705,WideScreenTV,1,0.00,1
8706,boarderaser,1,0.00,1
8707,ElectricOutlets,1,0.00,1
8708,Giftbag,1,0.00,1
8709,PLYWOOD,1,0.00,5
8710,BASEKET,1,0.00,1
8711,PENSTANT,1,0.00,1
8712,WASTE,1,0.00,3
8713,STEELPIPE,1,0.00,1
8714,micdesk,1,0.00,1
8715,boardframe,1,0.00,1
8716,mordem,1,0.00,1
8717,wallconnection,1,0.00,1
8718,juicebox,1,0.00,1
8719,leadpencil,1,0.00,1
8720,chest',1,0.00,1
8721,a.c,1,0.00,1
8722,electricinstruments,1,0.00,1
8723,LADER,1,0.00,1
8724,BUNKBED,1,0.00,3
8725,Dice,1,0.00,1
8726,Coor,1,0.00,1
8727,cot2,1,0.00,1
8728,pillows2,1,0.00,1
8729,ComputerParts,1,0.00,1
8730,Screwdriver,1,0.00,1
8731,TupperwareContainer,1,0.00,1
8732,electronictoothbrush,1,0.00,1
8733,unknownbox,1,0.00,1
8734,receptionseating,1,0.00,1
8735,glassstairwall,1,0.00,1
8736,LargePillow1,1,0.00,1
8737,LargePillow2,1,0.00,1
8738,ThrowPilliow1,1,0.00,1
8739,ThrowPillow3,1,0.00,1
8740,Carpet2,1,0.00,1
8741,Carpet3,1,0.00,1
8742,FloorSticker,1,0.00,1
8743,LmapBase,1,0.00,1
8744,thermostat/airconditioning,1,0.00,1
8745,cabinetcompartment1,1,0.00,1
8746,cabinetcompartment2,1,0.00,1
8747,cabinetcompartment3,1,0.00,1
8748,cabinetcompartment4,1,0.00,1
8749,cabinetcompartment5,1,0.00,1
8750,cabinetcompartment6,1,0.00,1
8751,cabinetcompartment7,1,0.00,1
8752,cabinetcompartment8,1,0.00,1
8753,fullcabinet,1,0.00,1
8754,boards,1,0.00,1
8755,pastamaker,1,0.00,1
8756,colendar,1,0.00,1
8757,fireesexter,1,0.00,1
8758,firealaram,1,0.00,1
8759,seeling,1,0.00,1
8760,senire,1,0.00,1
8761,seinery,1,0.00,1
8762,wallmountfan,1,0.00,1
8763,Hangerwithshirt,1,0.00,1
8764,woodchair1,1,0.00,1
8765,woodchair2,1,0.00,1
8766,woodchair3,1,0.00,1
8767,woodchair4,1,0.00,1
8768,woodchair5,1,0.00,1
8769,woodchair6,1,0.00,1
8770,woodchair7,1,0.00,1
8771,Poweroutlet,1,0.00,1
8772,MirrorwithStand,1,0.00,1
8773,advertisingsign,1,0.00,1
8774,metalcupboard,1,0.00,1
8775,stabilizer,1,0.00,1
8776,randompowercords,1,0.00,1
8777,fireplacetoolset,1,0.00,1
8778,Bedrail,1,0.00,1
8779,wallsepartor,1,0.00,1
8780,controlpannel,1,0.00,1
8781,DoorPushBar,1,0.00,1
8782,TVTable,1,0.00,1
8783,Infodisplay,1,0.00,2
8784,infoleaflet,1,0.00,1
8785,3SEATERSOFA,1,0.00,2
8786,Cofeetable,1,0.00,1
8787,Duspin,1,0.00,1
8788,Floormate,1,0.00,1
8789,Raft,1,0.00,2
8790,supportingwall,1,0.00,1
8791,flower',1,0.00,1
8792,FactoryOutletSign,1,0.00,1
8793,CouchTable,1,0.00,1
8794,CloserCarpetedFloor,1,0.00,1
8795,cube-wall,1,0.00,1
8796,wood-wall,1,0.00,1
8797,Mops,1,0.00,1
8798,Photographer,1,0.00,1
8799,WaterLines,1,0.00,1
8800,NIGHTLAMP,1,0.00,2
8801,Bluerail,1,0.00,1
8802,bedcussion,1,0.00,1
8803,description,1,0.00,1
8804,candlestickholder,1,0.00,2
8805,stackoftables,1,0.00,1
8806,beb,1,0.00,1
8807,PriceStandBase,1,0.00,1
8808,Pricestandpole,1,0.00,1
8809,redrug,1,0.00,1
8810,metalbinwithumbrella,1,0.00,1
8811,mats,1,0.00,1
8812,carpetdisplay,1,0.00,1
8813,cushions,1,0.00,1
8814,floorsocket,1,0.00,1
8815,anotherwall,1,0.00,1
8816,circuitbox,1,0.00,1
8817,Powecord,1,0.00,1
8818,Industrialworklight,1,0.00,1
8819,Manuel,1,0.00,1
8820,m,1,0.00,1
8821,BlackCrate,1,0.00,1
8822,PlasticTote,1,0.00,1
8823,BuildingMaterials,1,0.00,1
8824,CLASSWARE,1,0.00,0
8825,LATRINE,1,0.00,0
8826,canopy,1,0.00,0
8827,asscesorybag,1,0.00,1
8828,Canopy,1,0.00,1
8829,basement,1,0.00,1
8830,fireexstinguisher,1,0.00,1
8831,basebord,1,0.00,1
8832,lightingbeam,1,0.00,1
8833,woodenflooring,1,0.00,1
8834,paino,1,0.00,1
8835,painostand,1,0.00,1
8836,Shelfbooks,1,0.00,1
8837,EXPOBOARD,1,0.00,1
8838,wallmat,1,0.00,1
8839,benchrack,1,0.00,1
8840,PLATFORM,1,0.00,1
8841,stitchbox,1,0.00,1
8842,SHLF,1,0.00,1
8843,FireExtinguisherAccessPanel,1,0.00,1
8844,WindowwithWoodenFrame,1,0.00,1
8845,WindowSticker,1,0.00,1
8846,WallPlacardwithRoomNumber,1,0.00,1
8847,DoorandDoorFrame,1,0.00,1
8848,AdjacentRoom,1,0.00,1
8849,OfficeInterior,1,0.00,1
8850,wallddeco,1,0.00,1
8851,Enter,1,0.00,1
8852,Rollbox,1,0.00,2
8853,Electricplugstrip,1,0.00,1
8854,reciever,1,0.00,1
8855,irondoor,1,0.00,1
8856,woodfinish,1,0.00,1
8857,brickWall,1,0.00,1
8858,beerow,1,0.00,1
8859,ACPanel,1,0.00,1
8860,peeps,1,0.00,1
8861,rubbingalcohol,1,0.00,1
8862,tupperwarebin,1,0.00,1
8863,rollingcontainer,1,0.00,1
8864,Printer/copier,1,0.00,1
8865,partitioningwall,1,0.00,1
8866,middletable1,1,0.00,1
8867,middletable2,1,0.00,1
8868,wallspace,1,0.00,1
8869,Towel2,1,0.00,1
8870,Towel3,1,0.00,1
8871,Towel4,1,0.00,1
8872,Towel5,1,0.00,1
8873,Glass2,1,0.00,1
8874,Toothbrush2,1,0.00,1
8875,dustet,1,0.00,1
8876,switchbaod,1,0.00,1
8877,OrganizerBox,1,0.00,3
8878,Ottamon,1,0.00,1
8879,BABYBED,1,0.00,2
8880,PARTITIONDOOR,1,0.00,1
8881,HANGINGBIRD,1,0.00,1
8882,CylinderWall,1,0.00,1
8883,displayshelves,1,0.00,1
8884,NamePlacard,1,0.00,1
8885,OrganizerCabinet,1,0.00,8
8886,dinningset,1,0.00,1
8887,Flowers/vase,1,0.00,1
8888,mandmdoll,1,0.00,1
8889,mailslots,1,0.00,1
8890,neckrollpillow,1,0.00,1
8891,prcetag,1,0.00,1
8892,windowseen,1,0.00,1
8893,firstlevelfloor,1,0.00,1
8894,secondlevelfloor,1,0.00,1
8895,thirdlevelfloor,1,0.00,1
8896,BlackDresser,1,0.00,1
8897,OrnateNightStand,1,0.00,1
8898,OrnateDresserwithMirror,1,0.00,1
8899,Plant/Tree,1,0.00,1
8900,Table2+,1,0.00,1
8901,Yellowobject,1,0.00,1
8902,dooeknob,1,0.00,1
8903,Whiteobject,1,0.00,1
8904,cristalwindow,1,0.00,1
8905,cristlawindow2,1,0.00,1
8906,feetrest,1,0.00,1
8907,Unaidentifiable,1,0.00,1
8908,keyholes,1,0.00,1
8909,huh,1,0.00,0
8910,Storagecabinet,1,0.00,1
8911,ceramic,1,0.00,1
8912,mirroor,1,0.00,1
8913,nightgown,1,0.00,1
8914,CIGARETTES,1,0.00,1
8915,papershelf,1,0.00,2
8916,music,1,0.00,1
8917,Fileholder,1,0.00,1
8918,wallPoster,1,0.00,1
8919,roomscreen,1,0.00,1
8920,Towles,1,0.00,1
8921,chairsandtable,1,0.00,1
8922,fliecabinet2,1,0.00,1
8923,whiteboard1,1,0.00,1
8924,Armchair1,1,0.00,1
8925,lightswitch1,1,0.00,1
8926,windowslab3,1,0.00,1
8927,shadow1,1,0.00,1
8928,shadow2,1,0.00,1
8929,shadow3,1,0.00,1
8930,shadow4,1,0.00,1
8931,armchair3,1,0.00,1
8932,Posterpaper,1,0.00,1
8933,ChairGuard,1,0.00,1
8934,sofabed,1,0.00,1
8935,BedSheets,1,0.00,1
8936,Decorativeplate,1,0.00,1
8937,Pillowdisplayracks,1,0.00,1
8938,person'sback,1,0.00,1
8939,Mirror1,1,0.00,1
8940,dryer1,1,0.00,1
8941,dryer2,1,0.00,1
8942,stand1,1,0.00,1
8943,stand2,1,0.00,1
8944,FreeLawawaySign,1,0.00,1
8945,pixframe,1,0.00,1
8946,Gasstovetop,1,0.00,1
8947,Salt&Pepperbasket,1,0.00,1
8948,Utensils,1,0.00,1
8949,SoapCaddy,1,0.00,1
8950,ThrowRug,1,0.00,1
8951,Tvcabinet,1,0.00,1
8952,rotarytelephone,1,0.00,1
8953,FIlecabinet,1,0.00,0
8954,Printertable,1,0.00,1
8955,Farwall,1,0.00,1
8956,dropbox,1,0.00,1
8957,ACPowerPlug,1,0.00,1
8958,aneraser,1,0.00,1
8959,asodacan,1,0.00,1
8960,amouse,1,0.00,1
8961,akeyboard,1,0.00,1
8962,aboard,1,0.00,1
8963,ascreen,1,0.00,1
8964,acabinet,1,0.00,1
8965,RedBottle,1,0.00,1
8966,jewelerybox,1,0.00,1
8967,trophy1,1,0.00,1
8968,trophy2,1,0.00,1
8969,talllamp,1,0.00,1
8970,displaytag,1,0.00,6
8971,largeroundottoman,1,0.00,1
8972,endtable1,1,0.00,1
8973,armchair1,1,0.00,1
8974,ottoman1,1,0.00,1
8975,ottoman2,1,0.00,1
8976,ottoman3,1,0.00,1
8977,candleabra,1,0.00,1
8978,supportcollumn,1,0.00,1
8979,ottoman4,1,0.00,1
8980,Spoons,1,0.00,2
8981,Grill,1,0.00,1
8982,NamePlate,1,0.00,1
8983,markercover,1,0.00,1
8984,Chalkboarderaser,1,0.00,1
8985,MetalDesk,1,0.00,1
8986,wall20,1,0.00,1
8987,printer/copier/scanner,1,0.00,1
8988,Controller,1,0.00,1
8989,movablewhiteboard,1,0.00,1
8990,Ramp,1,0.00,1
8991,Wallpaper,1,0.00,1
8992,Ceilingbeams,1,0.00,1
8993,Manual,1,0.00,1
8994,paperpad,1,0.00,1
8995,Pegboard,1,0.00,1
8996,PHOTES,1,0.00,0
8997,WRITINGBORD,1,0.00,0
8998,shoo,1,0.00,1
8999,smallbag,1,0.00,1
9000,pamphletrack,1,0.00,1
9001,otherdoor,1,0.00,1
9002,keybored,1,0.00,1
9003,Cabient,1,0.00,1
9004,Knives,1,0.00,1
9005,pictureone,1,0.00,1
9006,picturetwo,1,0.00,1
9007,browncouch,1,0.00,1
9008,miccable,1,0.00,1
9009,papertoweldipenser,1,0.00,1
9010,pintglass,1,0.00,1
9011,purplevase,1,0.00,1
9012,take-outcontainers,1,0.00,1
9013,dinnertable,1,0.00,1
9014,kidsroom,1,0.00,1
9015,wallmountedlamp,1,0.00,1
9016,systemacessories,1,0.00,1
9017,wallcam,1,0.00,1
9018,upstair,1,0.00,1
9019,Phonejack,1,0.00,1
9020,Expandofile,1,0.00,1
9021,orginizer,1,0.00,2
